Pais;Cliente;Pacote;VC;Canal;Tecnología;Categoría;Disponibilidad
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);207;A&E Mundo;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);208;Sony;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);209;AXN;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);210;AMC;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);213;TNT Series;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);214;Atres Series;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);215;Comedy Central;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);216;TNT Novelas;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);217;FX;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);218;Universal TV;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);219;USA Network;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);220;Adult Swim;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);221;¡Hola! TV;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);222;E! Entertainment;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);223;Investigation Discovery (ID);SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);226;Las Estrellas;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);227;TLnovelas;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);228;Lifetime;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);229;Discovery Home & Health;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);230;AMC Series;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);231;Telemundo;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);232;El Gourmet;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);233;Food Network;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);240;Caras TV;SD;Mundo;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);264;MTV;SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);269;Quiero Música en Mi Idioma (QMusic);SD;Variedades;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);296;Unión Radio Noticias;Radio;Radio;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);302;HBO Family;SD;Cine;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);304;Cartoon Network;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);308;Nickelodeon;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);309;Nick Jr.;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);312;Disney Channel;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);315;Disney Junior;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);317;BabyTV;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);318;Plim Plim;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);319;El Reino Infantil;SD;Infantil;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);330;Discovery Kids;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);334;Cartoonito;SD;Infantil;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);350;EWTN;SD;Religioso;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);351;Canal 21;SD;Religioso;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);352;TBN Enlace;SD;Religioso;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);354;Canal Luz;SD;Religioso;Si
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);464;Playboy TV;SD;Adultos;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);468;Venus;SD;Adultos;No
Peru;Abono Mensual;Oro Mas (HD- HD Dvr);469;XTSY;SD;Adultos;No
